"year" "tas"
"1" 2006 286.204498840529
"2" 2006.08333333333 286.380176452962
"3" 2006.16666666667 286.855798980377
"4" 2006.25 287.9035675987
"5" 2006.33333333333 289.108575625611
"6" 2006.41666666667 290.215109946554
"7" 2006.5 290.635306776489
"8" 2006.58333333333 290.473464796954
"9" 2006.66666666667 289.712535479467
"10" 2006.75 288.52448757214
"11" 2006.83333333333 287.419792229048
"12" 2006.91666666667 286.808879230266
"13" 2007 286.41094577349
"14" 2007.08333333333 286.578185218275
"15" 2007.16666666667 287.153181830126
"16" 2007.25 288.233396474835
"17" 2007.33333333333 289.497703569637
"18" 2007.41666666667 290.578151308515
"19" 2007.5 290.996832237141
"20" 2007.58333333333 290.771048077253
"21" 2007.66666666667 289.861160742012
"22" 2007.75 288.72096423417
"23" 2007.83333333333 287.694304299067
"24" 2007.91666666667 286.975198655198
"25" 2008 286.655880223263
"26" 2008.08333333333 286.734967326319
"27" 2008.16666666667 287.187159010592
"28" 2008.25 288.232549491356
"29" 2008.33333333333 289.386090396983
"30" 2008.41666666667 290.465360742959
"31" 2008.5 290.877519290334
"32" 2008.58333333333 290.683250268592
"33" 2008.66666666667 289.90981501952
"34" 2008.75 288.636232493351
"35" 2008.83333333333 287.494327058206
"36" 2008.91666666667 286.809523704058
"37" 2009 286.550186693386
"38" 2009.08333333333 286.635331504972
"39" 2009.16666666667 287.087012336726
"40" 2009.25 287.963292871064
"41" 2009.33333333333 289.175622440826
"42" 2009.41666666667 290.198454717719
"43" 2009.5 290.588229593059
"44" 2009.58333333333 290.338977922643
"45" 2009.66666666667 289.580604817746
"46" 2009.75 288.495272772699
"47" 2009.83333333333 287.280492436977
"48" 2009.91666666667 286.620573416565
"49" 2010 286.097433193192
"50" 2010.08333333333 286.237838656077
"51" 2010.16666666667 286.718439492857
"52" 2010.25 287.907214515263
"53" 2010.33333333333 289.023455678169
"54" 2010.41666666667 290.24795617902
"55" 2010.5 290.672338075203
"56" 2010.58333333333 290.555226172678
"57" 2010.66666666667 289.682900325943
"58" 2010.75 288.495998766543
"59" 2010.83333333333 287.309179209831
"60" 2010.91666666667 286.611000880797
"61" 2011 286.225979968607
"62" 2011.08333333333 286.31383955829
"63" 2011.16666666667 287.001114961931
"64" 2011.25 287.875783870098
"65" 2011.33333333333 289.137132629291
"66" 2011.41666666667 290.129323601785
"67" 2011.5 290.625810266445
"68" 2011.58333333333 290.470960400929
"69" 2011.66666666667 289.722035061087
"70" 2011.75 288.534013236694
"71" 2011.83333333333 287.300517444007
"72" 2011.91666666667 286.578284103409
"73" 2012 286.314332834419
"74" 2012.08333333333 286.506885130795
"75" 2012.16666666667 286.925578304964
"76" 2012.25 287.910298760333
"77" 2012.33333333333 289.175946350285
"78" 2012.41666666667 290.325801826864
"79" 2012.5 290.799038906569
"80" 2012.58333333333 290.562200948956
"81" 2012.66666666667 289.752981933621
"82" 2012.75 288.688682504373
"83" 2012.83333333333 287.476508026817
"84" 2012.91666666667 286.747726218077
"85" 2013 286.431374238448
"86" 2013.08333333333 286.556488988429
"87" 2013.16666666667 287.255787342417
"88" 2013.25 288.046317203647
"89" 2013.33333333333 289.315921697488
"90" 2013.41666666667 290.445976700433
"91" 2013.5 290.900627334753
"92" 2013.58333333333 290.765382420961
"93" 2013.66666666667 289.923450694558
"94" 2013.75 288.770873750112
"95" 2013.83333333333 287.613963886644
"96" 2013.91666666667 286.783151563188
"97" 2014 286.481533556506
"98" 2014.08333333333 286.69466039818
"99" 2014.16666666667 287.107749929943
"100" 2014.25 288.185610503651
"101" 2014.33333333333 289.380309256216
"102" 2014.41666666667 290.453094789971
"103" 2014.5 290.87712339924
"104" 2014.58333333333 290.753985981687
"105" 2014.66666666667 289.970526222667
"106" 2014.75 288.76418878757
"107" 2014.83333333333 287.60813563261
"108" 2014.91666666667 286.873523568379
"109" 2015 286.559785403742
"110" 2015.08333333333 286.737205995887
"111" 2015.16666666667 287.063940770822
"112" 2015.25 288.258150939532
"113" 2015.33333333333 289.467485668058
