"year" "tas"
"1" 2006 287.252345974527
"2" 2006.08333333333 287.442428348411
"3" 2006.16666666667 288.150577656538
"4" 2006.25 289.168136861028
"5" 2006.33333333333 289.969537577832
"6" 2006.41666666667 290.464932621747
"7" 2006.5 290.733863570966
"8" 2006.58333333333 290.453350608681
"9" 2006.66666666667 289.73466695433
"10" 2006.75 288.850426078628
"11" 2006.83333333333 287.871283887164
"12" 2006.91666666667 287.172070770626
"13" 2007 286.893583480766
"14" 2007.08333333333 287.07537161548
"15" 2007.16666666667 287.883651272516
"16" 2007.25 288.839180865049
"17" 2007.33333333333 289.770329881272
"18" 2007.41666666667 290.454468958751
"19" 2007.5 290.763284711935
"20" 2007.58333333333 290.568369282846
"21" 2007.66666666667 289.778011656964
"22" 2007.75 289.122506243503
"23" 2007.83333333333 288.140638825991
"24" 2007.91666666667 287.443077969615
"25" 2008 287.132221880059
"26" 2008.08333333333 287.573961929169
"27" 2008.16666666667 288.242870962323
"28" 2008.25 289.240618708775
"29" 2008.33333333333 290.012703413963
"30" 2008.41666666667 290.526573916238
"31" 2008.5 290.664432035673
"32" 2008.58333333333 290.420470433525
"33" 2008.66666666667 289.542070972135
"34" 2008.75 288.633212975055
"35" 2008.83333333333 287.821384677663
"36" 2008.91666666667 287.039765090937
"37" 2009 286.877205901853
"38" 2009.08333333333 287.305619849535
"39" 2009.16666666667 288.01481997038
"40" 2009.25 288.890433243901
"41" 2009.33333333333 289.770895687573
"42" 2009.41666666667 290.474348138714
"43" 2009.5 290.804931847157
"44" 2009.58333333333 290.507200961687
"45" 2009.66666666667 289.725172278506
"46" 2009.75 288.824802794498
"47" 2009.83333333333 287.960022526322
"48" 2009.91666666667 287.213628189315
"49" 2010 287.06371573744
"50" 2010.08333333333 287.14989935548
"51" 2010.16666666667 287.87481517508
"52" 2010.25 288.866933476833
"53" 2010.33333333333 289.772732316447
"54" 2010.41666666667 290.416192327861
"55" 2010.5 290.646715193465
"56" 2010.58333333333 290.322753224808
"57" 2010.66666666667 289.669473438181
"58" 2010.75 288.657976903752
"59" 2010.83333333333 287.621678952149
"60" 2010.91666666667 286.836425421465
"61" 2011 286.645994527505
"62" 2011.08333333333 287.174415480651
"63" 2011.16666666667 287.999088229229
"64" 2011.25 288.94031149517
"65" 2011.33333333333 289.90892745522
"66" 2011.41666666667 290.621997617108
"67" 2011.5 290.792321454638
"68" 2011.58333333333 290.542991908338
"69" 2011.66666666667 289.800011611019
"70" 2011.75 288.807900802874
"71" 2011.83333333333 287.934424422842
"72" 2011.91666666667 287.599360800904
"73" 2012 287.33201718185
"74" 2012.08333333333 287.767600126328
"75" 2012.16666666667 288.201099700182
"76" 2012.25 288.938893742073
"77" 2012.33333333333 289.851639980945
"78" 2012.41666666667 290.392825173626
"79" 2012.5 290.618374015069
"80" 2012.58333333333 290.428622569027
"81" 2012.66666666667 289.83241329532
"82" 2012.75 288.83818226106
"83" 2012.83333333333 287.946828267308
"84" 2012.91666666667 287.256016927509
"85" 2013 287.127498716
"86" 2013.08333333333 287.381339440842
"87" 2013.16666666667 288.146000071902
"88" 2013.25 289.161855359065
"89" 2013.33333333333 289.993918281898
"90" 2013.41666666667 290.817097683336
"91" 2013.5 291.087618512969
"92" 2013.58333333333 290.67899187478
"93" 2013.66666666667 289.910109508653
"94" 2013.75 289.192092854676
"95" 2013.83333333333 288.413240994935
"96" 2013.91666666667 287.777406164936
"97" 2014 287.34038573487
"98" 2014.08333333333 287.224451551426
"99" 2014.16666666667 288.359863715815
"100" 2014.25 289.288082579088
"101" 2014.33333333333 290.009691857541
"102" 2014.41666666667 290.542643868254
"103" 2014.5 290.671893632066
"104" 2014.58333333333 290.256871207943
"105" 2014.66666666667 289.73525938583
"106" 2014.75 288.915483491309
"107" 2014.83333333333 287.93260898835
"108" 2014.91666666667 287.27405993457
"109" 2015 286.983183444087
"110" 2015.08333333333 287.458252733779
"111" 2015.16666666667 288.123404462546
"112" 2015.25 289.150825924225
"113" 2015.33333333333 290.05206658246
"114" 2015.41666666667 290.576770398881
"115" 2015.5 290.98119647376
"116" 2015.58333333333 290.497823355264
"117" 2015.66666666667 289.904760811423
"118" 2015.75 289.216351807753
"119" 2015.83333333333 288.257270018824
"120" 2015.91666666667 287.693400764517
"121" 2016 287.578517647502
"122" 2016.08333333333 287.85898206858
"123" 2016.16666666667 288.486490654429
"124" 2016.25 289.183596530035
"125" 2016.33333333333 289.99924170544
"126" 2016.41666666667 290.667666351878
"127" 2016.5 290.818208971299
"128" 2016.58333333333 290.509397579585
"129" 2016.66666666667 289.945910682705
"130" 2016.75 289.016417454173
"131" 2016.83333333333 288.018037706607
"132" 2016.91666666667 287.275377365601
"133" 2017 287.308784167121
"134" 2017.08333333333 287.364162013082
"135" 2017.16666666667 288.322038889348
"136" 2017.25 289.270673819321
"137" 2017.33333333333 290.213477093995
"138" 2017.41666666667 290.896346403436
"139" 2017.5 291.163885191292
"140" 2017.58333333333 290.718392252764
"141" 2017.66666666667 290.176971591542
"142" 2017.75 289.232478715034
"143" 2017.83333333333 288.256235372903
"144" 2017.91666666667 287.34930370299
"145" 2018 287.446410006498
"146" 2018.08333333333 287.70699731518
"147" 2018.16666666667 288.485276267784
"148" 2018.25 289.2428723362
"149" 2018.33333333333 290.13054419736
"150" 2018.41666666667 290.665967465721
"151" 2018.5 290.928436614391
"152" 2018.58333333333 290.658281208865
"153" 2018.66666666667 289.923158872878
"154" 2018.75 289.07317945137
"155" 2018.83333333333 288.217354873909
"156" 2018.91666666667 287.449139606317
"157" 2019 287.014835057743
"158" 2019.08333333333 287.752094565357
"159" 2019.16666666667 288.418229741055
"160" 2019.25 289.458890104398
"161" 2019.33333333333 290.308233118409
"162" 2019.41666666667 290.8766102792
"163" 2019.5 291.177725147742
"164" 2019.58333333333 290.780616863367
"165" 2019.66666666667 290.323790544636
"166" 2019.75 289.457833493259
"167" 2019.83333333333 288.499949788016
"168" 2019.91666666667 287.769739928868
"169" 2020 287.676818135242
"170" 2020.08333333333 287.666561581759
"171" 2020.16666666667 288.381542654078
"172" 2020.25 289.370824914915
"173" 2020.33333333333 290.476279647971
"174" 2020.41666666667 290.913706689645
"175" 2020.5 291.199750707044
"176" 2020.58333333333 290.864011979985
"177" 2020.66666666667 290.098838899574
"178" 2020.75 289.368336262247
"179" 2020.83333333333 288.399059301789
"180" 2020.91666666667 287.787870457011
"181" 2021 287.675041192018
"182" 2021.08333333333 288.049303051454
"183" 2021.16666666667 288.604192485238
"184" 2021.25 289.361349487442
"185" 2021.33333333333 290.267482799103
"186" 2021.41666666667 290.812062377716
"187" 2021.5 291.160119357027
"188" 2021.58333333333 290.980669536287
"189" 2021.66666666667 290.141794715318
"190" 2021.75 289.143385423233
"191" 2021.83333333333 288.278727472234
"192" 2021.91666666667 287.549350421596
"193" 2022 287.349320034202
"194" 2022.08333333333 287.462731709314
"195" 2022.16666666667 288.155775501326
"196" 2022.25 289.162374799088
"197" 2022.33333333333 290.263645426615
"198" 2022.41666666667 290.907276224402
"199" 2022.5 291.129421958871
"200" 2022.58333333333 290.866203844069
"201" 2022.66666666667 290.117431370036
"202" 2022.75 289.460572529649
"203" 2022.83333333333 288.464890009274
"204" 2022.91666666667 287.814202347151
"205" 2023 288.013828782501
"206" 2023.08333333333 287.818941235195
"207" 2023.16666666667 288.397678562982
"208" 2023.25 289.252461736059
"209" 2023.33333333333 290.199727513315
"210" 2023.41666666667 290.808606624717
"211" 2023.5 290.998459737352
"212" 2023.58333333333 290.82483996003
"213" 2023.66666666667 290.140790848972
"214" 2023.75 289.438658834474
"215" 2023.83333333333 288.359965542789
"216" 2023.91666666667 287.730737098878
"217" 2024 287.318514167913
"218" 2024.08333333333 287.531415106446
"219" 2024.16666666667 288.157632422409
"220" 2024.25 289.41609893868
"221" 2024.33333333333 290.357128833465
"222" 2024.41666666667 290.945126744875
"223" 2024.5 291.302673399212
"224" 2024.58333333333 290.936522404917
"225" 2024.66666666667 290.028448507837
"226" 2024.75 289.181323172283
"227" 2024.83333333333 288.44407233915
"228" 2024.91666666667 287.651281872279
"229" 2025 286.985725047546
"230" 2025.08333333333 287.715621745564
"231" 2025.16666666667 288.335555510234
"232" 2025.25 289.188791128239
"233" 2025.33333333333 290.224200581714
"234" 2025.41666666667 290.715439455815
"235" 2025.5 291.103660390438
"236" 2025.58333333333 290.844438616268
"237" 2025.66666666667 290.116191142379
"238" 2025.75 289.115039393047
"239" 2025.83333333333 288.48707591878
"240" 2025.91666666667 287.554340423788
"241" 2026 287.22115901015
"242" 2026.08333333333 287.532488876892
"243" 2026.16666666667 288.483095222591
"244" 2026.25 289.193155537206
"245" 2026.33333333333 290.315108611502
"246" 2026.41666666667 290.936686678145
"247" 2026.5 290.987194113767
"248" 2026.58333333333 290.63579317424
"249" 2026.66666666667 290.11270668822
"250" 2026.75 289.240089974698
"251" 2026.83333333333 288.422116870672
"252" 2026.91666666667 287.839834360013
"253" 2027 287.588347886188
"254" 2027.08333333333 287.694140650382
"255" 2027.16666666667 288.301380700788
"256" 2027.25 289.517206529797
"257" 2027.33333333333 290.383703166407
"258" 2027.41666666667 290.906973575275
"259" 2027.5 291.194784287425
"260" 2027.58333333333 290.861956747423
"261" 2027.66666666667 290.209307424785
"262" 2027.75 289.303612900229
"263" 2027.83333333333 288.493467440012
"264" 2027.91666666667 287.836951911068
"265" 2028 287.400878036649
"266" 2028.08333333333 288.00917405448
"267" 2028.16666666667 288.473226549427
"268" 2028.25 289.413181766983
"269" 2028.33333333333 290.335400650463
"270" 2028.41666666667 291.060181799897
"271" 2028.5 291.176056909624
"272" 2028.58333333333 290.832733965961
"273" 2028.66666666667 290.097574257878
"274" 2028.75 289.344642121777
"275" 2028.83333333333 288.391507326359
"276" 2028.91666666667 287.595754802749
"277" 2029 287.317535043338
"278" 2029.08333333333 287.828726745838
"279" 2029.16666666667 288.500727646822
"280" 2029.25 289.646382295183
"281" 2029.33333333333 290.384613019544
"282" 2029.41666666667 290.918602495147
"283" 2029.5 291.269039552996
"284" 2029.58333333333 290.954198655153
"285" 2029.66666666667 290.231714189293
"286" 2029.75 289.464946905332
"287" 2029.83333333333 288.472173788757
"288" 2029.91666666667 287.791573640716
"289" 2030 287.706582958473
"290" 2030.08333333333 288.020535696164
"291" 2030.16666666667 288.598343266736
"292" 2030.25 289.579998678908
"293" 2030.33333333333 290.484925111832
"294" 2030.41666666667 291.08774839779
"295" 2030.5 291.298355847755
"296" 2030.58333333333 290.922143078032
"297" 2030.66666666667 290.144195041037
"298" 2030.75 289.338563447914
"299" 2030.83333333333 288.444194807058
"300" 2030.91666666667 287.726251531945
"301" 2031 287.346586177617
"302" 2031.08333333333 287.756289169856
"303" 2031.16666666667 288.53103321031
"304" 2031.25 289.484951835987
"305" 2031.33333333333 290.34011191471
